question,cnt_non_nan,pct_non_nan,cnt_non_standard,pct_non_standard,cnt_nan,pct_nan,cnt_0_NO,pct_0_NO,cnt_1,pct_1,cnt_2_SI,pct_2_SI,cnt_3_AV/A,pct_3_AV/A,cnt_4,pct_4,cnt_5,pct_5,cnt_6,pct_6,cnt_7_NR,pct_7_NR,cnt_8_NA,pct_8_NA,cnt_9_NS,pct_9_NS,cnt_10,pct_10,cnt_11,pct_11,cnt_12,pct_12,cnt_13,pct_13,cnt_14,pct_14,cnt_15,pct_15,cnt_16,pct_16,cnt_17,pct_17,cnt_18,pct_18,cnt_66,pct_66
pga003,1556,99.87163029525033,0,0.0,2,0.12836970474967907,958,61.489088575096275,0,0.0,595,38.18998716302953,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.19255455712451863,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pga003a,595,38.18998716302953,0,0.0,963,61.81001283697047,238,15.275994865211809,0,0.0,357,22.913992297817714,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pga003b,595,38.18998716302953,0,0.0,963,61.81001283697047,325,20.86007702182285,0,0.0,270,17.329910141206675,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pga003c,404,25.930680359435172,0,0.0,1154,74.06931964056483,186,11.938382541720154,0,0.0,217,13.928112965340182,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06418485237483953,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pga003d,404,25.930680359435172,0,0.0,1154,74.06931964056483,186,11.938382541720154,0,0.0,218,13.992297817715018,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pga004,1556,99.87163029525033,0,0.0,2,0.12836970474967907,765,49.101412066752246,0,0.0,788,50.57766367137355,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.19255455712451863,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pga004a,788,50.57766367137355,0,0.0,770,49.42233632862644,401,25.73812580231066,0,0.0,387,24.8395378690629,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pga004b,788,50.57766367137355,0,0.0,770,49.42233632862644,477,30.61617458279846,0,0.0,311,19.961489088575096,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pga004c,461,29.589216944801027,0,0.0,1097,70.41078305519898,204,13.093709884467266,0,0.0,257,16.49550706033376,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pga004d,461,29.589216944801027,0,0.0,1097,70.41078305519898,155,9.948652118100128,0,0.0,306,19.6405648267009,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pga005,1556,99.87163029525033,0,0.0,2,0.12836970474967907,1189,76.31578947368422,0,0.0,364,23.36328626444159,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.19255455712451863,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pga005a,364,23.36328626444159,0,0.0,1194,76.6367137355584,162,10.397946084724005,0,0.0,201,12.901155327342748,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06418485237483953,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pga005b,364,23.36328626444159,0,0.0,1194,76.6367137355584,218,13.992297817715018,0,0.0,146,9.370988446726573,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pga005c,218,13.992297817715018,0,0.0,1340,86.00770218228499,111,7.124518613607189,0,0.0,107,6.867779204107831,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pga005d,218,13.992297817715018,0,0.0,1340,86.00770218228499,111,7.124518613607189,0,0.0,107,6.867779204107831,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pga006,893,57.3170731707317,0,0.0,665,42.68292682926829,501,32.156611039794605,0,0.0,392,25.1604621309371,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pga006a,392,25.1604621309371,0,0.0,1166,74.8395378690629,221,14.184852374839538,0,0.0,171,10.975609756097562,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pga007,392,25.1604621309371,0,0.0,1166,74.8395378690629,222,14.249037227214378,0,0.0,169,10.847240051347882,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06418485237483953,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pga007a,169,10.847240051347882,0,0.0,1389,89.15275994865212,122,7.830551989730424,0,0.0,47,3.0166880616174585,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pga007b,47,3.0166880616174585,0,0.0,1511,96.98331193838254,14,0.8985879332477535,0,0.0,33,2.1181001283697047,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pga008,392,25.1604621309371,0,0.0,1166,74.8395378690629,152,9.75609756097561,0,0.0,240,15.40436456996149,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pga008a,240,15.40436456996149,0,0.0,1318,84.59563543003851,172,11.0397946084724,0,0.0,68,4.364569961489089,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pga008b,68,4.364569961489089,0,0.0,1490,95.63543003851092,17,1.0911424903722722,0,0.0,51,3.2734274711168165,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pga009,392,25.1604621309371,0,0.0,1166,74.8395378690629,252,16.174582798459564,0,0.0,140,8.985879332477536,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pga009a,140,8.985879332477536,0,0.0,1418,91.01412066752246,87,5.58408215661104,0,0.0,53,3.4017971758664958,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pga009b,53,3.4017971758664958,0,0.0,1505,96.59820282413351,22,1.4120667522464698,0,0.0,31,1.989730423620026,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pga010,392,25.1604621309371,0,0.0,1166,74.8395378690629,173,11.10397946084724,0,0.0,219,14.05648267008986,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pga010a,219,14.05648267008986,0,0.0,1339,85.94351732991015,122,7.830551989730424,0,0.0,97,6.225930680359435,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pga010b,97,6.225930680359435,0,0.0,1461,93.77406931964056,38,2.4390243902439024,0,0.0,59,3.7869062901155326,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pga011,392,25.1604621309371,0,0.0,1166,74.8395378690629,252,16.174582798459564,0,0.0,140,8.985879332477536,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pga011a,140,8.985879332477536,0,0.0,1418,91.01412066752246,92,5.905006418485238,0,0.0,48,3.080872913992298,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pga011b,48,3.080872913992298,0,0.0,1510,96.9191270860077,19,1.2195121951219512,0,0.0,29,1.8613607188703467,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pga012,392,25.1604621309371,0,0.0,1166,74.8395378690629,182,11.681643132220795,0,0.0,209,13.414634146341465,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06418485237483953,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pga012a,209,13.414634146341465,0,0.0,1349,86.58536585365853,121,7.7663671373555845,0,0.0,88,5.648267008985879,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pga012b,88,5.648267008985879,0,0.0,1470,94.35173299101413,30,1.9255455712451863,0,0.0,58,3.7227214377406934,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pga013,392,25.1604621309371,0,0.0,1166,74.8395378690629,126,8.087291399229782,0,0.0,266,17.073170731707318,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pga013a,266,17.073170731707318,0,0.0,1292,82.92682926829268,159,10.205391527599486,0,0.0,107,6.867779204107831,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pga013b,107,6.867779204107831,0,0.0,1451,93.13222079589217,30,1.9255455712451863,0,0.0,77,4.942233632862644,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
