question,cnt_non_nan,pct_non_nan,cnt_non_standard,pct_non_standard,cnt_nan,pct_nan,cnt_0_NO,pct_0_NO,cnt_1,pct_1,cnt_2_SI,pct_2_SI,cnt_3_AV/A,pct_3_AV/A,cnt_4,pct_4,cnt_5,pct_5,cnt_6,pct_6,cnt_7_NR,pct_7_NR,cnt_8_NA,pct_8_NA,cnt_9_NS,pct_9_NS,cnt_10,pct_10,cnt_11,pct_11,cnt_12,pct_12,cnt_13,pct_13,cnt_14,pct_14,cnt_15,pct_15,cnt_16,pct_16,cnt_17,pct_17,cnt_18,pct_18,cnt_55,pct_55,cnt_66,pct_66,cnt_88_NA,pct_88_NA,cnt_99_NS,pct_99_NS
psa004a,361,23.170731707317074,0,0.0,1197,76.82926829268293,144,9.242618741976894,0,0.0,211,13.543003851091143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.38510911424903727,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
psa004b,211,13.543003851091143,0,0.0,1347,86.45699614890886,29,1.8613607188703467,0,0.0,182,11.681643132220795,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
psa004c,211,13.543003851091143,0,0.0,1347,86.45699614890886,166,10.654685494223363,0,0.0,45,2.8883183568677793,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
psa005,1557,99.93581514762516,0,0.0,1,0.06418485237483953,977,62.708600770218226,0,0.0,580,37.22721437740693,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
psa005a,580,37.22721437740693,0,0.0,978,62.77278562259306,160,10.269576379974326,0,0.0,420,26.957637997432606,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
psa005b,580,37.22721437740693,0,0.0,978,62.77278562259306,249,15.982028241335044,0,0.0,331,21.245186136071887,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
psa006,1557,99.93581514762516,0,0.0,1,0.06418485237483953,580,37.22721437740693,0,0.0,977,62.708600770218226,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
psa006a,977,62.708600770218226,44,2.8241335044929397,581,37.291399229781774,814,52.24646983311938,44,2.8241335044929397,118,7.573812580231065,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06418485237483953,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
psa006b,162,10.397946084724005,0,0.0,1396,89.60205391527599,81,5.198973042362002,0,0.0,81,5.198973042362002,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
psa006c,162,10.397946084724005,0,0.0,1396,89.60205391527599,47,3.0166880616174585,0,0.0,115,7.381258023106548,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
psa006d,115,7.381258023106548,8,0.5134788189987163,1443,92.61874197689345,71,4.557124518613607,8,0.5134788189987163,36,2.3106546854942236,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
psa006e,47,3.0166880616174585,1,0.06418485237483953,1511,96.98331193838254,22,1.4120667522464698,1,0.06418485237483953,24,1.540436456996149,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
psa006f,69,4.428754813863929,0,0.0,1489,95.57124518613607,21,1.3478818998716302,0,0.0,48,3.080872913992298,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
