question,cnt_non_nan,pct_non_nan,cnt_non_standard,pct_non_standard,cnt_nan,pct_nan,cnt_0_NO,pct_0_NO,cnt_1,pct_1,cnt_2_SI,pct_2_SI,cnt_3_AV/A,pct_3_AV/A,cnt_4,pct_4,cnt_5,pct_5,cnt_6,pct_6,cnt_7_NR,pct_7_NR,cnt_8_NA,pct_8_NA,cnt_9_NS,pct_9_NS,cnt_10,pct_10,cnt_11,pct_11,cnt_12,pct_12,cnt_13,pct_13,cnt_14,pct_14,cnt_15,pct_15,cnt_16,pct_16,cnt_17,pct_17,cnt_18,pct_18,cnt_55,pct_55,cnt_66,pct_66,cnt_77_NR,pct_77_NR,cnt_88_NA,pct_88_NA,cnt_99_NS,pct_99_NS
pad014,395,25.35301668806162,20,1.2836970474967908,1163,74.64698331193838,259,16.62387676508344,20,1.2836970474967908,113,7.2528883183568675,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06418485237483953,2,0.12836970474967907,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad015,413,26.50834403080873,62,3.979460847240052,1145,73.49165596919127,130,8.34403080872914,62,3.979460847240052,221,14.184852374839538,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad015a,283,18.16431322207959,29,1.8613607188703467,1275,81.83568677792042,0,0.0,29,1.8613607188703467,159,10.205391527599486,95,6.097560975609756,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad016,413,26.50834403080873,8,0.5134788189987163,1145,73.49165596919127,347,22.27214377406932,8,0.5134788189987163,58,3.7227214377406934,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad016a,66,4.2362002567394095,14,0.8985879332477535,1492,95.76379974326059,0,0.0,14,0.8985879332477535,39,2.503209242618742,13,0.8344030808729139,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad017,413,26.50834403080873,7,0.4492939666238768,1145,73.49165596919127,336,21.566110397946083,7,0.4492939666238768,70,4.492939666238768,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad017a,77,4.942233632862644,14,0.8985879332477535,1481,95.05776636713735,0,0.0,14,0.8985879332477535,45,2.8883183568677793,18,1.1553273427471118,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad018,402,25.802310654685495,32,2.053915275994865,1156,74.19768934531452,142,9.114249037227214,32,2.053915275994865,228,14.634146341463413,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad018a,260,16.68806161745828,128,8.21566110397946,1298,83.31193838254171,0,0.0,128,8.21566110397946,89,5.712451861360719,43,2.7599486521181,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad019,402,25.802310654685495,39,2.503209242618742,1156,74.19768934531452,216,13.86392811296534,39,2.503209242618742,145,9.306803594351733,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.12836970474967907,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad019a,184,11.810012836970476,19,1.2195121951219512,1374,88.18998716302953,0,0.0,19,1.2195121951219512,103,6.611039794608472,62,3.979460847240052,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad020,413,26.50834403080873,41,2.631578947368421,1145,73.49165596919127,235,15.083440308087292,41,2.631578947368421,137,8.793324775353016,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad020a,178,11.424903722721439,73,4.685494223363286,1380,88.57509627727856,0,0.0,73,4.685494223363286,79,5.070603337612323,26,1.6688061617458279,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad021,413,26.50834403080873,0,0.0,1145,73.49165596919127,312,20.025673940949936,0,0.0,93,5.969191270860077,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.5134788189987163,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad021ay,93,5.969191270860077,62,3.979460847240052,1465,94.03080872913992,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,0.5776636713735559,17,1.0911424903722722,13,0.8344030808729139,11,0.7060333761232349,7,0.4492939666238768,4,0.25673940949935814,6,0.38510911424903727,8,0.5134788189987163,9,0.5776636713735559,3,0.19255455712451863,4,0.25673940949935814,2,0.12836970474967907,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad021az,0,0.0,0,0.0,1558,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad022,1556,99.87163029525033,0,0.0,2,0.12836970474967907,993,63.73555840821567,0,0.0,562,36.071887034659824,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06418485237483953,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad022a,562,36.071887034659824,0,0.0,996,63.928112965340176,145,9.306803594351733,0,0.0,416,26.700898587933246,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06418485237483953,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad022b,416,26.700898587933246,0,0.0,1142,73.29910141206675,56,3.594351732991014,0,0.0,360,23.106546854942234,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad022c,416,26.700898587933246,0,0.0,1142,73.29910141206675,112,7.188703465982028,0,0.0,302,19.383825417201543,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.12836970474967907,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad022d,416,26.700898587933246,0,0.0,1142,73.29910141206675,72,4.621309370988447,0,0.0,344,22.0795892169448,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad023,1556,99.87163029525033,0,0.0,2,0.12836970474967907,1060,68.03594351732991,0,0.0,495,31.77150192554557,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06418485237483953,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad023a,495,31.77150192554557,0,0.0,1063,68.22849807445442,155,9.948652118100128,0,0.0,340,21.822849807445444,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad023b,340,21.822849807445444,0,0.0,1218,78.17715019255456,39,2.503209242618742,0,0.0,301,19.319640564826702,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad023c,340,21.822849807445444,0,0.0,1218,78.17715019255456,59,3.7869062901155326,0,0.0,280,17.971758664955072,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06418485237483953,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad023d,340,21.822849807445444,0,0.0,1218,78.17715019255456,50,3.209242618741977,0,0.0,290,18.613607188703465,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad024,1556,99.87163029525033,0,0.0,2,0.12836970474967907,1030,66.11039794608472,0,0.0,523,33.56867779204108,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.19255455712451863,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad024a,523,33.56867779204108,0,0.0,1035,66.43132220795891,230,14.762516046213095,0,0.0,293,18.806161745827985,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad024b,293,18.806161745827985,0,0.0,1265,81.19383825417201,52,3.3376123234916557,0,0.0,241,15.468549422336327,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad024c,293,18.806161745827985,0,0.0,1265,81.19383825417201,35,2.246469833119384,0,0.0,257,16.49550706033376,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06418485237483953,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad024d,293,18.806161745827985,0,0.0,1265,81.19383825417201,53,3.4017971758664958,0,0.0,240,15.40436456996149,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad025,1556,99.87163029525033,0,0.0,2,0.12836970474967907,1225,78.62644415917843,0,0.0,329,21.116816431322206,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.12836970474967907,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad025a,329,21.116816431322206,0,0.0,1229,78.8831835686778,96,6.161745827984596,0,0.0,233,14.955070603337612,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad025b,233,14.955070603337612,0,0.0,1325,85.04492939666238,25,1.6046213093709885,0,0.0,208,13.350449293966623,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad025c,233,14.955070603337612,0,0.0,1325,85.04492939666238,53,3.4017971758664958,0,0.0,179,11.489088575096277,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06418485237483953,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad025d,233,14.955070603337612,0,0.0,1325,85.04492939666238,34,2.1822849807445444,0,0.0,199,12.77278562259307,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad026,1357,87.09884467265725,0,0.0,201,12.901155327342748,1017,65.2759948652118,0,0.0,338,21.694480102695763,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.12836970474967907,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad026a,338,21.694480102695763,0,0.0,1220,78.30551989730424,167,10.718870346598203,0,0.0,171,10.975609756097562,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad026b,171,10.975609756097562,0,0.0,1387,89.02439024390245,46,2.952503209242619,0,0.0,125,8.023106546854942,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad026c,171,10.975609756097562,0,0.0,1387,89.02439024390245,34,2.1822849807445444,0,0.0,137,8.793324775353016,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad026d,171,10.975609756097562,0,0.0,1387,89.02439024390245,51,3.2734274711168165,0,0.0,120,7.702182284980745,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad027,1556,99.87163029525033,0,0.0,2,0.12836970474967907,1008,64.69833119383826,0,0.0,545,34.98074454428755,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.19255455712451863,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad027a,545,34.98074454428755,0,0.0,1013,65.01925545571245,146,9.370988446726573,0,0.0,399,25.609756097560975,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad027b,399,25.609756097560975,0,0.0,1159,74.39024390243902,51,3.2734274711168165,0,0.0,348,22.33632862644416,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad027c,399,25.609756097560975,0,0.0,1159,74.39024390243902,68,4.364569961489089,0,0.0,331,21.245186136071887,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad027d,399,25.609756097560975,0,0.0,1159,74.39024390243902,50,3.209242618741977,0,0.0,348,22.33632862644416,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06418485237483953,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad028,1556,99.87163029525033,0,0.0,2,0.12836970474967907,1159,74.39024390243902,0,0.0,394,25.288831835686775,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.19255455712451863,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad028a,394,25.288831835686775,0,0.0,1164,74.71116816431322,116,7.445442875481387,0,0.0,278,17.84338896020539,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad028b,278,17.84338896020539,0,0.0,1280,82.15661103979461,53,3.4017971758664958,0,0.0,225,14.441591784338895,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad028c,278,17.84338896020539,0,0.0,1280,82.15661103979461,54,3.465982028241335,0,0.0,223,14.313222079589217,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06418485237483953,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad028d,278,17.84338896020539,0,0.0,1280,82.15661103979461,53,3.4017971758664958,0,0.0,225,14.441591784338895,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad029,1556,99.87163029525033,0,0.0,2,0.12836970474967907,906,58.15147625160462,0,0.0,648,41.59178433889602,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.12836970474967907,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad029a,648,41.59178433889602,0,0.0,910,58.40821566110398,286,18.35686777920411,0,0.0,362,23.23491655969191,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad029b,362,23.23491655969191,0,0.0,1196,76.76508344030809,27,1.7329910141206675,0,0.0,335,21.501925545571247,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad029c,362,23.23491655969191,0,0.0,1196,76.76508344030809,121,7.7663671373555845,0,0.0,236,15.14762516046213,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.3209242618741977,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad029d,362,23.23491655969191,0,0.0,1196,76.76508344030809,65,4.17201540436457,0,0.0,296,18.998716302952502,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06418485237483953,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad030,1260,80.87291399229781,0,0.0,298,19.127086007702182,1052,67.52246469833119,0,0.0,206,13.222079589216944,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.12836970474967907,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad030a,206,13.222079589216944,0,0.0,1352,86.77792041078305,151,9.691912708600771,0,0.0,55,3.530166880616174,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad030b,55,3.530166880616174,0,0.0,1503,96.46983311938384,10,0.6418485237483954,0,0.0,45,2.8883183568677793,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad030c,55,3.530166880616174,0,0.0,1503,96.46983311938384,20,1.2836970474967908,0,0.0,34,2.1822849807445444,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06418485237483953,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad030d,55,3.530166880616174,0,0.0,1503,96.46983311938384,18,1.1553273427471118,0,0.0,37,2.3748395378690628,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad031,1556,99.87163029525033,0,0.0,2,0.12836970474967907,1033,66.30295250320924,0,0.0,519,33.311938382541726,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.25673940949935814,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad031a,519,33.311938382541726,0,0.0,1039,66.68806161745829,232,14.890885750962774,0,0.0,287,18.421052631578945,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad031b,287,18.421052631578945,0,0.0,1271,81.57894736842105,24,1.540436456996149,0,0.0,263,16.880616174582798,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad031c,287,18.421052631578945,0,0.0,1271,81.57894736842105,76,4.878048780487805,0,0.0,207,13.286264441591783,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.25673940949935814,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad031d,287,18.421052631578945,0,0.0,1271,81.57894736842105,42,2.6957637997432604,0,0.0,245,15.725288831835687,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad032,1556,99.87163029525033,0,0.0,2,0.12836970474967907,1155,74.13350449293966,0,0.0,398,25.54557124518614,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.19255455712451863,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad032a,398,25.54557124518614,0,0.0,1160,74.45442875481386,168,10.783055198973042,0,0.0,230,14.762516046213095,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad032b,230,14.762516046213095,0,0.0,1328,85.2374839537869,50,3.209242618741977,0,0.0,180,11.553273427471117,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad032c,230,14.762516046213095,0,0.0,1328,85.2374839537869,25,1.6046213093709885,0,0.0,203,13.029525032092426,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.12836970474967907,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad032d,230,14.762516046213095,0,0.0,1328,85.2374839537869,53,3.4017971758664958,0,0.0,177,11.360718870346599,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pad033,1556,99.87163029525033,0,0.0,2,0.12836970474967907,1252,80.3594351732991,0,0.0,301,19.319640564826702,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.19255455712451863,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
