question,cnt_non_nan,pct_non_nan,cnt_non_standard,pct_non_standard,cnt_nan,pct_nan,cnt_0_NO,pct_0_NO,cnt_1,pct_1,cnt_2_SI,pct_2_SI,cnt_3_AV/A,pct_3_AV/A,cnt_4,pct_4,cnt_5,pct_5,cnt_6,pct_6,cnt_7_NR,pct_7_NR,cnt_8_NA,pct_8_NA,cnt_9_NS,pct_9_NS,cnt_10,pct_10,cnt_11,pct_11,cnt_12,pct_12,cnt_13,pct_13,cnt_14,pct_14,cnt_15,pct_15,cnt_16,pct_16,cnt_17,pct_17,cnt_18,pct_18,cnt_19,pct_19,cnt_20,pct_20,cnt_21,pct_21,cnt_22,pct_22,cnt_23,pct_23,cnt_24,pct_24,cnt_25,pct_25,cnt_26,pct_26,cnt_27,pct_27,cnt_28,pct_28,cnt_29,pct_29,cnt_30,pct_30,cnt_31,pct_31,cnt_32,pct_32,cnt_33,pct_33,cnt_34,pct_34,cnt_35,pct_35,cnt_36,pct_36,cnt_37,pct_37,cnt_38,pct_38,cnt_39,pct_39,cnt_40,pct_40,cnt_41,pct_41,cnt_42,pct_42,cnt_43,pct_43,cnt_44,pct_44,cnt_45,pct_45,cnt_46,pct_46,cnt_47,pct_47,cnt_48,pct_48,cnt_49,pct_49,cnt_50,pct_50,cnt_51,pct_51,cnt_52,pct_52,cnt_53,pct_53,cnt_54,pct_54,cnt_55,pct_55,cnt_56,pct_56,cnt_57,pct_57,cnt_58,pct_58,cnt_59,pct_59,cnt_60,pct_60,cnt_61,pct_61,cnt_62,pct_62,cnt_63,pct_63,cnt_64,pct_64,cnt_65,pct_65,cnt_66,pct_66,cnt_67,pct_67,cnt_68,pct_68,cnt_69,pct_69,cnt_70,pct_70,cnt_71,pct_71,cnt_72,pct_72,cnt_73,pct_73,cnt_74,pct_74,cnt_75,pct_75,cnt_76,pct_76,cnt_77_NR,pct_77_NR,cnt_78,pct_78,cnt_79,pct_79,cnt_80,pct_80,cnt_81,pct_81,cnt_82,pct_82,cnt_83,pct_83,cnt_84,pct_84,cnt_85,pct_85,cnt_86,pct_86,cnt_88_NA,pct_88_NA,cnt_90,pct_90,cnt_91,pct_91,cnt_92,pct_92,cnt_93,pct_93,cnt_94,pct_94,cnt_95,pct_95,cnt_96,pct_96,cnt_97,pct_97,cnt_98,pct_98,cnt_99_NS,pct_99_NS,cnt_100,pct_100,cnt_101,pct_101,cnt_102,pct_102,cnt_103,pct_103,cnt_104,pct_104,cnt_105,pct_105,cnt_106,pct_106,cnt_107,pct_107,cnt_108,pct_108,cnt_109,pct_109,cnt_110,pct_110,cnt_111,pct_111,cnt_112,pct_112,cnt_113,pct_113,cnt_114,pct_114,cnt_115,pct_115,cnt_116,pct_116,cnt_117,pct_117,cnt_118,pct_118,cnt_119,pct_119,cnt_120,pct_120,cnt_121,pct_121,cnt_122,pct_122,cnt_123,pct_123,cnt_124,pct_124,cnt_125,pct_125,cnt_126,pct_126,cnt_127,pct_127,cnt_128,pct_128,cnt_129,pct_129,cnt_130,pct_130,cnt_131,pct_131,cnt_132,pct_132,cnt_133,pct_133,cnt_134,pct_134,cnt_135,pct_135,cnt_136,pct_136,cnt_137,pct_137,cnt_138,pct_138,cnt_139,pct_139,cnt_140,pct_140,cnt_141,pct_141,cnt_142,pct_142,cnt_143,pct_143,cnt_144,pct_144,cnt_145,pct_145,cnt_146,pct_146,cnt_147,pct_147,cnt_148,pct_148,cnt_149,pct_149,cnt_150,pct_150,cnt_151,pct_151,cnt_152,pct_152,cnt_153,pct_153,cnt_154,pct_154,cnt_155,pct_155,cnt_156,pct_156,cnt_157,pct_157,cnt_158,pct_158,cnt_159,pct_159,cnt_160,pct_160,cnt_161,pct_161,cnt_162,pct_162,cnt_163,pct_163,cnt_164,pct_164,cnt_165,pct_165,cnt_166,pct_166,cnt_167,pct_167,cnt_168,pct_168,cnt_169,pct_169,cnt_170,pct_170,cnt_171,pct_171,cnt_172,pct_172,cnt_173,pct_173,cnt_174,pct_174,cnt_175,pct_175,cnt_176,pct_176,cnt_177,pct_177,cnt_178,pct_178,cnt_179,pct_179,cnt_180,pct_180,cnt_181,pct_181,cnt_182,pct_182,cnt_183,pct_183,cnt_184,pct_184,cnt_187,pct_187,cnt_188,pct_188,cnt_192,pct_192
pea001f,0,0.0,0,0.0,1558,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pea001i,0,0.0,0,0.0,1558,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pea001fi,0,0.0,0,0.0,1558,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pea001z,1555,99.80744544287549,1541,98.90885750962772,3,0.19255455712451863,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06418485237483953,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.19255455712451863,0,0.0,0,0.0,0,0.0,1,0.06418485237483953,0,0.0,0,0.0,0,0.0,3,0.19255455712451863,0,0.0,0,0.0,0,0.0,1,0.06418485237483953,1,0.06418485237483953,1,0.06418485237483953,3,0.19255455712451863,3,0.19255455712451863,14,0.8985879332477535,18,1.1553273427471118,1,0.06418485237483953,4,0.25673940949935814,8,0.5134788189987163,4,0.25673940949935814,24,1.540436456996149,6,0.38510911424903727,3,0.19255455712451863,3,0.19255455712451863,1,0.06418485237483953,66,4.2362002567394095,2,0.12836970474967907,11,0.7060333761232349,3,0.19255455712451863,6,0.38510911424903727,30,1.9255455712451863,3,0.19255455712451863,4,0.25673940949935814,7,0.4492939666238768,1,0.06418485237483953,92,5.905006418485238,1,0.06418485237483953,7,0.4492939666238768,9,0.5776636713735559,4,0.25673940949935814,29,1.8613607188703467,10,0.6418485237483954,9,0.5776636713735559,12,0.7702182284980745,3,0.19255455712451863,90,5.7766367137355585,6,0.38510911424903727,9,0.5776636713735559,9,0.5776636713735559,9,0.5776636713735559,49,3.1450577663671373,5,0.3209242618741977,7,0.4492939666238768,11,0.7060333761232349,7,0.4492939666238768,74,4.7496790757381255,5,0.3209242618741977,8,0.5134788189987163,13,0.8344030808729139,4,0.25673940949935814,42,2.6957637997432604,13,0.8344030808729139,11,0.7060333761232349,16,1.0269576379974326,16,1.0269576379974326,61,3.915275994865212,12,0.7702182284980745,25,1.6046213093709885,20,1.2836970474967908,19,1.2195121951219512,53,3.4017971758664958,28,1.797175866495507,24,1.540436456996149,36,2.3106546854942236,14,0.8985879332477535,67,4.3003851091142495,11,0.7060333761232349,39,2.503209242618742,34,2.1822849807445444,30,1.9255455712451863,38,2.4390243902439024,15,0.9627727856225932,16,1.0269576379974326,17,1.0911424903722722,11,0.7060333761232349,49,3.1450577663671373,3,0.19255455712451863,24,1.540436456996149,19,1.2195121951219512,11,0.7060333761232349,12,0.7702182284980745,10,0.6418485237483954,2,0.12836970474967907,15,0.9627727856225932,2,0.12836970474967907,12,0.7702182284980745,1,0.06418485237483953,1,0.06418485237483953,2,0.12836970474967907,1,0.06418485237483953,2,0.12836970474967907,1,0.06418485237483953,2,0.12836970474967907
pea002l,0,0.0,0,0.0,1558,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pea002k,1556,99.87163029525033,1544,99.10141206675225,2,0.12836970474967907,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06418485237483953,7,0.4492939666238768,14,0.8985879332477535,11,0.7060333761232349,22,1.4120667522464698,29,1.8613607188703467,14,0.8985879332477535,35,2.246469833119384,8,0.5134788189987163,48,3.080872913992298,28,1.797175866495507,26,1.6688061617458279,41,2.631578947368421,13,0.8344030808729139,26,1.6688061617458279,38,2.4390243902439024,17,1.0911424903722722,74,4.7496790757381255,14,0.8985879332477535,32,2.053915275994865,24,1.540436456996149,23,1.4762516046213094,62,3.979460847240052,22,1.4120667522464698,17,1.0911424903722722,29,1.8613607188703467,9,0.5776636713735559,54,3.465982028241335,7,0.4492939666238768,29,1.8613607188703467,18,1.1553273427471118,14,0.8985879332477535,60,3.8510911424903727,11,0.7060333761232349,18,1.1553273427471118,28,1.797175866495507,18,1.1553273427471118,64,4.10783055198973,14,0.8985879332477535,34,2.1822849807445444,31,1.989730423620026,34,2.1822849807445444,46,2.952503209242619,23,1.4762516046213094,16,1.0269576379974326,32,2.053915275994865,10,0.6418485237483954,61,3.915275994865212,11,0.7060333761232349,14,0.8985879332477535,19,1.2195121951219512,12,0.7702182284980745,28,1.797175866495507,3,0.19255455712451863,9,0.5776636713735559,17,1.0911424903722722,3,0.19255455712451863,38,2.4390243902439024,2,0.12836970474967907,8,0.5134788189987163,2,0.12836970474967907,9,0.5776636713735559,15,0.9627727856225932,2,0.12836970474967907,0,0.0,4,0.25673940949935814,3,0.19255455712451863,10,0.6418485237483954,2,0.12836970474967907,2,0.12836970474967907,7,0.4492939666238768,1,0.06418485237483953,7,0.4492939666238768,1,0.06418485237483953,0,0.0,2,0.12836970474967907,1,0.06418485237483953,0,0.0,1,0.06418485237483953,3,0.19255455712451863,1,0.06418485237483953,0,0.0,0,0.0,1,0.06418485237483953,12,0.7702182284980745,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pea003l,0,0.0,0,0.0,1558,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pea003k,1556,99.87163029525033,1526,97.94608472400513,2,0.12836970474967907,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,0.7702182284980745,9,0.5776636713735559,21,1.3478818998716302,20,1.2836970474967908,28,1.797175866495507,32,2.053915275994865,20,1.2836970474967908,44,2.8241335044929397,17,1.0911424903722722,29,1.8613607188703467,29,1.8613607188703467,22,1.4120667522464698,44,2.8241335044929397,17,1.0911424903722722,34,2.1822849807445444,33,2.1181001283697047,19,1.2195121951219512,72,4.621309370988447,12,0.7702182284980745,37,2.3748395378690628,24,1.540436456996149,28,1.797175866495507,50,3.209242618741977,20,1.2836970474967908,19,1.2195121951219512,23,1.4762516046213094,14,0.8985879332477535,65,4.17201540436457,11,0.7060333761232349,24,1.540436456996149,21,1.3478818998716302,13,0.8344030808729139,46,2.952503209242619,16,1.0269576379974326,22,1.4120667522464698,37,2.3748395378690628,24,1.540436456996149,81,5.198973042362002,11,0.7060333761232349,26,1.6688061617458279,28,1.797175866495507,27,1.7329910141206675,39,2.503209242618742,15,0.9627727856225932,19,1.2195121951219512,30,1.9255455712451863,11,0.7060333761232349,53,3.4017971758664958,12,0.7702182284980745,7,0.4492939666238768,18,1.1553273427471118,10,0.6418485237483954,18,1.1553273427471118,6,0.38510911424903727,8,0.5134788189987163,15,0.9627727856225932,4,0.25673940949935814,23,1.4762516046213094,2,0.12836970474967907,4,0.25673940949935814,5,0.3209242618741977,6,0.38510911424903727,14,0.8985879332477535,0,0.0,1,0.06418485237483953,6,0.38510911424903727,1,0.06418485237483953,4,0.25673940949935814,0,0.0,1,0.06418485237483953,2,0.12836970474967907,2,0.12836970474967907,1,0.06418485237483953,0,0.0,10,0.6418485237483954,3,0.19255455712451863,0,0.0,1,0.06418485237483953,2,0.12836970474967907,1,0.06418485237483953,0,0.0,0,0.0,0,0.0,2,0.12836970474967907,19,1.2195121951219512,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pea004,1556,99.87163029525033,37,2.3748395378690628,2,0.12836970474967907,1102,70.73170731707317,37,2.3748395378690628,417,26.765083440308086,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
