question,cnt_non_nan,pct_non_nan,cnt_non_standard,pct_non_standard,cnt_nan,pct_nan,cnt_0_NO,pct_0_NO,cnt_1,pct_1,cnt_2_SI,pct_2_SI,cnt_3_AV/A,pct_3_AV/A,cnt_4,pct_4,cnt_5,pct_5,cnt_6,pct_6,cnt_7_NR,pct_7_NR,cnt_8_NA,pct_8_NA,cnt_9_NS,pct_9_NS,cnt_10,pct_10,cnt_11,pct_11,cnt_12,pct_12,cnt_13,pct_13,cnt_14,pct_14,cnt_15,pct_15,cnt_16,pct_16,cnt_17,pct_17,cnt_18,pct_18,cnt_66,pct_66,cnt_88_NA,pct_88_NA,cnt_99_NS,pct_99_NS
pod013c,199,12.77278562259307,0,0.0,1359,87.22721437740694,51,3.2734274711168165,0,0.0,148,9.499358151476251,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pod013dy,148,9.499358151476251,114,7.317073170731707,1410,90.50064184852374,0,0.0,0,0.0,1,0.06418485237483953,2,0.12836970474967907,6,0.38510911424903727,6,0.38510911424903727,6,0.38510911424903727,11,0.7060333761232349,9,0.5776636713735559,10,0.6418485237483954,18,1.1553273427471118,10,0.6418485237483954,6,0.38510911424903727,15,0.9627727856225932,9,0.5776636713735559,11,0.7060333761232349,14,0.8985879332477535,10,0.6418485237483954,2,0.12836970474967907,1,0.06418485237483953,1,0.06418485237483953,0,0.0
pod013dz,0,0.0,0,0.0,1558,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pod013e,65,4.17201540436457,0,0.0,1493,95.82798459563543,20,1.2836970474967908,0,0.0,45,2.8883183568677793,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pod014,568,36.45699614890886,72,4.621309370988447,990,63.54300385109114,137,8.793324775353016,72,4.621309370988447,358,22.978177150192554,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06418485237483953,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pod014a,430,27.599486521181,69,4.428754813863929,1128,72.400513478819,0,0.0,69,4.428754813863929,253,16.238767650834404,108,6.93196405648267,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pod015,568,36.45699614890886,25,1.6046213093709885,990,63.54300385109114,421,27.021822849807446,25,1.6046213093709885,122,7.830551989730424,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pod015a,147,9.435173299101413,41,2.631578947368421,1411,90.56482670089859,0,0.0,41,2.631578947368421,86,5.5198973042362,20,1.2836970474967908,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pod016,568,36.45699614890886,17,1.0911424903722722,990,63.54300385109114,439,28.177150192554556,17,1.0911424903722722,112,7.188703465982028,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pod016a,129,8.2798459563543,35,2.246469833119384,1429,91.72015404364569,0,0.0,35,2.246469833119384,71,4.557124518613607,23,1.4762516046213094,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pod017,547,35.109114249037226,19,1.2195121951219512,1011,64.89088575096277,395,25.35301668806162,19,1.2195121951219512,133,8.536585365853659,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pod017a,152,9.75609756097561,94,6.033376123234917,1406,90.2439024390244,0,0.0,94,6.033376123234917,43,2.7599486521181,15,0.9627727856225932,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pod018,547,35.109114249037226,35,2.246469833119384,1011,64.89088575096277,391,25.09627727856226,35,2.246469833119384,120,7.702182284980745,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06418485237483953,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pod018a,155,9.948652118100128,29,1.8613607188703467,1403,90.05134788189987,0,0.0,29,1.8613607188703467,89,5.712451861360719,37,2.3748395378690628,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pod019,568,36.45699614890886,48,3.080872913992298,990,63.54300385109114,336,21.566110397946083,48,3.080872913992298,181,11.617458279845955,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.19255455712451863,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pod019a,229,14.698331193838253,108,6.93196405648267,1329,85.30166880616174,0,0.0,108,6.93196405648267,100,6.418485237483954,21,1.3478818998716302,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pod020,568,36.45699614890886,0,0.0,990,63.54300385109114,534,34.27471116816431,0,0.0,34,2.1822849807445444,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pod020a,534,34.27471116816431,0,0.0,1024,65.72528883183568,526,33.761232349165596,0,0.0,8,0.5134788189987163,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pod021,42,2.6957637997432604,0,0.0,1516,97.30423620025674,42,2.6957637997432604,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pod021a,34,2.1822849807445444,0,0.0,1524,97.81771501925546,34,2.1822849807445444,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pod022,568,36.45699614890886,0,0.0,990,63.54300385109114,453,29.07573812580231,0,0.0,105,6.7394094993581515,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,0.6418485237483954,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
pod022ay,105,6.7394094993581515,76,4.878048780487805,1453,93.26059050064185,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.4492939666238768,10,0.6418485237483954,7,0.4492939666238768,11,0.7060333761232349,10,0.6418485237483954,11,0.7060333761232349,6,0.38510911424903727,9,0.5776636713735559,13,0.8344030808729139,7,0.4492939666238768,7,0.4492939666238768,5,0.3209242618741977,1,0.06418485237483953,0,0.0,0,0.0,1,0.06418485237483953,0,0.0
pod022az,0,0.0,0,0.0,1558,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
