id,lca_k2_prob_class0,lca_k2_prob_class1,lca_k3_prob_class0,lca_k3_prob_class1,lca_k3_prob_class2,lca_k4_prob_class0,lca_k4_prob_class1,lca_k4_prob_class2,lca_k4_prob_class3,lca_k5_prob_class0,lca_k5_prob_class1,lca_k5_prob_class2,lca_k5_prob_class3,lca_k5_prob_class4,lca_k6_prob_class0,lca_k6_prob_class1,lca_k6_prob_class2,lca_k6_prob_class3,lca_k6_prob_class4,lca_k6_prob_class5
346,0.9999999429477259,5.705227312292426e-08,0.4432761045463152,1.0229983625097313e-10,0.5567238953513839,0.38154133282729363,0.6184586486731234,1.8499544953982673e-08,3.978285436336484e-14,0.999964129673069,3.569080512909036e-05,1.644521444341986e-07,1.4135018103648125e-20,1.506965778816457e-08,0.00015776031000020935,6.582377514587479e-22,5.678861659545696e-06,1.2374187319935777e-07,0.9998364359036199,1.1828473613050213e-09
347,0.9997157662828137,0.00028423371718646777,2.070220242654787e-06,2.5927973010160577e-09,0.999997927186963,1.5027098995822202e-06,0.9999984969699864,2.646807117980516e-10,5.543388844922218e-11,0.9997495778538611,2.6176126646517485e-07,2.207074489102774e-06,2.2491296784343333e-18,0.0002479533103802735,5.958396044497509e-09,3.4170079735014304e-20,0.9999991980975782,1.5878167378417914e-08,6.713920174226529e-14,7.800657945589947e-07
348,0.9999999999998543,1.453648431420836e-13,0.9999993064234463,1.1599181851298628e-19,6.935765532095635e-07,0.9999998875218231,1.1247754344075267e-07,6.320646074786568e-13,3.000419789520893e-26,1.9111366427400318e-05,0.9999808685840148,2.0049558992468166e-08,1.8384197636061313e-28,4.167728356414996e-17,0.9999984590859304,2.2573298281155267e-28,8.031887635611412e-07,8.137702824550128e-09,7.295876020621499e-07,1.0246661584168108e-18
349,0.9999998217159333,1.7828406653355215e-07,0.6531802159571138,3.940087661346767e-10,0.34681978364887855,0.802404767513316,0.19759466454575436,5.679409184222315e-07,7.902760570230035e-15,0.9804250808264152,0.01928795892384581,0.0002869207646205761,5.229863965003552e-18,3.948511669050993e-08,0.040909397341022204,2.7288190102031513e-18,0.0014415968242064213,0.00030022307556776707,0.957348774159372,8.59983356591046e-09
353,0.9999687212135525,3.127878644877139e-05,0.1829767438081976,8.71768440657315e-08,0.8170231690149568,0.8074100927364741,0.1885373232731021,0.004052583990055301,3.7125140625401793e-13,0.060221900609022896,0.006524563673289604,0.9332528668070972,7.949572455508666e-15,6.689105808535398e-07,0.012578732078811224,3.894631474232804e-15,0.0006082577484041357,0.9390006763719612,0.04781223984190075,9.395892197088066e-08
356,0.9994100907984107,0.0005899092015919668,4.3983241335523894e-05,9.764992154752588e-09,0.9999560069936747,3.891357385606715e-05,0.9999610763246317,9.815339773948524e-09,2.861752756968962e-10,0.9997080438659066,1.4229260218187772e-14,5.346549578079271e-06,1.984620264864836e-17,0.0002866095844991084,6.78707514855564e-14,1.4918021254993116e-17,0.0023357745374918337,1.5785746402538635e-05,0.9973422474351197,0.0003061922809172449
357,0.9999999954592838,4.540714376722113e-09,0.9577042207538572,1.2226031885727532e-12,0.042295779244921464,0.9539002591295769,0.046099738915024606,1.955399086522992e-09,7.017078005155147e-17,0.9999990064689219,1.3552137450606583e-10,9.884796353129379e-07,1.9452206627765397e-22,4.915919861101896e-09,8.00292142354655e-12,1.014214768633065e-24,1.1575342974252537e-08,3.2568105434039695e-08,0.9999999558171889,3.1361070384989715e-11
360,0.9999997677734299,2.3222656680922655e-07,0.799459639422066,2.361795275394516e-10,0.20054036034175624,0.9194586116682283,0.08054074459691028,6.43734860679174e-07,2.0083639769142438e-15,0.996552003071481,0.003148019348469699,0.00029993651449141247,3.8402917954251063e-19,4.106555853882028e-08,9.094541063553609e-05,1.4767797662028226e-21,7.917057891666688e-18,3.123116880525193e-06,0.9999059313850249,8.745732920956725e-11
361,0.9999999996234727,3.765278496816264e-10,0.9541003738628127,1.0851512156355881e-13,0.045899626137080325,0.8973692113474884,0.10263078863925351,1.3257888776561168e-11,2.5590050066394206e-16,0.9985756311441225,0.0014243614860734736,5.114079838143867e-09,2.922010628192028e-24,2.255723889979079e-09,0.005738814753050409,5.061469567055202e-25,6.193187506957503e-05,6.0648339638246084e-09,0.9941992469575393,3.495065662885329e-10
369,0.9999181185052676,8.188149473013969e-05,0.3684286185321541,1.6530861389209717e-06,0.6315697283817105,0.7079882686684236,0.027276950948639054,0.2647347803826774,2.600920008620374e-13,0.0019023371398609568,0.003238473588827726,0.9948591808207314,9.483783609415256e-13,8.449629684336229e-09,0.003967402034316222,3.8882217611061574e-12,0.0015489939529998744,0.9941198959598653,0.0003637069758547427,1.073072300095533e-09
370,2.514249356351578e-13,0.9999999999997513,5.7246716085861896e-30,0.9968774147978599,0.0031225852021388605,3.7829052203029316e-31,5.985300518874588e-05,8.279536174902225e-09,0.9999401387152783,1.9912430361878016e-08,1.391028963786209e-35,4.1652985913512777e-10,2.7925346710308877e-07,0.9999997004175705,7.211403292084299e-35,4.5297203345087146e-08,1.2440234997285683e-08,3.892100848947628e-10,1.1756247262118044e-10,0.9999999417557904
371,0.9999999907235804,9.276423098176403e-09,0.9901201354015773,1.3534822266352247e-12,0.009879864597068928,0.9978759837438025,0.0021239927411485365,2.3515046443649815e-08,4.23551569989696e-17,0.07216448246666307,0.9274697222929837,0.00036579362761918015,1.3438061746903573e-19,1.6127356859703716e-09,0.9993838050423962,3.409847606898206e-20,0.0004090578567510316,0.0002071364407559119,5.636449966980355e-10,9.645038440594004e-11
372,0.9999999999863434,1.3656984804899635e-11,0.9999921656417432,5.082558507030403e-17,7.834358258497306e-06,0.9999987278209438,1.2719065058145004e-06,2.725500912530299e-10,1.9292202407734322e-23,1.412115862274711e-05,0.9999842472476219,1.6315937526493172e-06,2.556382981274898e-25,4.0070612416172436e-15,0.9999817127715942,3.1497853982849067e-25,1.697377048545384e-05,1.313457915812889e-06,2.968373688468478e-15,1.3877496605908174e-16
373,1.6993259717811886e-17,1.0,6.193546162664359e-37,0.9999122433885723,8.775661142484991e-05,3.047732390924627e-39,3.81511889878934e-07,1.158807710713165e-13,0.9999996184879922,5.0381346023279405e-14,1.9790200313321582e-44,2.994001501075362e-15,2.137852210999066e-10,0.9999999997861622,6.142102884451296e-45,6.083109316100184e-11,1.860924633972742e-12,5.802466555756964e-16,2.503379377115296e-33,0.9999999999373088
374,6.841429821043269e-05,0.9999315857017881,1.3535079017940527e-13,0.0005862176970554081,0.9994137823028059,9.027706058813794e-14,0.9981783664931457,4.975519116433078e-09,0.0018216285312477305,0.06941719907773182,1.8662806814786097e-17,4.8688291225316557e-08,7.358112211866717e-11,0.9305827521603949,5.3044961352618356e-17,1.386893505225699e-10,0.03459674249074327,2.13714628386384e-16,0.002034979215376021,0.9633682781551947
375,0.00015108049181524844,0.9998489195081856,3.1415647790321216e-06,0.2261547637584679,0.773842094676752,3.784702627341715e-10,2.827773123609834e-07,0.9999997168427132,1.5034436774072707e-12,1.0283412406091349e-10,2.6187373683055545e-12,0.9999999947418132,2.8027850796670135e-09,2.3499492232241283e-09,1.4652746706361545e-12,9.274344883818897e-10,3.390987111012204e-11,0.9999999987616306,9.963936261902118e-27,2.7556211356638923e-10
377,1.8125159835248085e-25,1.0,5.625369982182287e-35,1.310407310043282e-09,0.9999999986895887,4.422588225470365e-37,1.0953628125524382e-09,1.2730296192445314e-21,0.9999999989046415,1.314656237241969e-24,3.0957396188361243e-44,2.1835219729358506e-31,2.537747731445758e-24,1.0,4.0260069818453776e-44,3.8188849844331727e-25,8.285573847471546e-16,9.460243368121452e-32,8.383452732783578e-51,1.0
379,0.972581294640549,0.027418705359448448,4.334224139746528e-05,8.52106921123855e-06,0.9999481366893946,9.65024780863753e-05,0.9998010003678679,0.00010247946292571888,1.7691122924168292e-08,0.9970115431447715,3.0959140859564816e-07,0.0017166018018408727,2.2102132570639152e-12,0.001271545459765629,2.884631162465281e-07,5.238639713492185e-14,1.4707337686613346e-06,0.00047206199419023894,0.9994264247601713,9.975404870053866e-05
382,0.9999999999963052,3.696654300943093e-12,0.9999941991686959,5.1942934330692485e-18,5.8008313034308596e-06,0.9999983219993364,1.6779958989232869e-06,4.766118939256319e-12,4.660298723838963e-24,9.150537074510547e-05,0.9999083322394545,1.6238979411495363e-07,6.392811491663252e-27,5.430670714830411e-15,0.999944795253506,1.1899878610948333e-26,1.7623403686593249e-06,1.2220800068349927e-07,5.332019812607655e-05,2.2527371535372487e-16
