Variable,Cramér's V,p-value,χ²
pso001,0.059156703726675954,0.20716984763838964,10.904490596530612
pso002,0.06030527584817618,0.18358573176095164,11.332039135608321
pso003,0.19440360460812303,9.601503454447294e-22,117.76224478611154
pso004,0.1723799824625697,1.0044872223567692e-23,138.88724794564175
pso005,0.4989194576040392,1.2797215652920407e-241,1163.4550020721972
pga001,0.3711716648610186,1.9825740110561443e-172,858.5726986868042
pga002,0.6021635975286943,0.0,1694.7970655339805
pga003,0.6009968139375085,0.0,1688.2355742768311
pga004,0.5857280237403963,0.0,1603.543383373037
pga005,0.6120087662983977,0.0,1750.6688081419297
pga023,0.2336828442836013,1.1059797274939092e-47,255.2362575841028
pga024,0.5314926453518163,2.0695675024945144e-275,1320.3322354627965
pga025,0.5183338988334371,1.6906250188898268e-261,1255.7637233977207
pga026,0.43661162079663157,4.909733402946553e-183,891.0032524561283
pga027,0.493768787138002,1.7846629665217153e-236,1139.5567932192023
pga028,0.4968016612749059,1.694047691910165e-239,1153.5987768770965
pga029,0.36748103261613313,2.305131192414591e-127,631.1877538206635
psa001,0.3509191177619983,1.733809466572277e-115,575.576117983556
psa002,0.3129248041131585,2.200741918234191e-90,457.68711497875466
psa003,0.09911692146050727,7.1672398259392965e-06,45.918143095984306
psa004,0.2773604386868765,1.3431668971387684e-69,359.5652717216469
psa005,0.1511809430407374,2.8102878067861797e-12,71.2182912105477
psa006,0.21282389705703442,1.377019806554325e-26,141.13613877002055
psa007,0.44025199950214006,3.0705197850202595e-186,905.9232010087655
psa008,0.4686338542100359,3.7718289345344997e-212,1026.4930798431344
psa009,0.5257890281132512,2.452193841922057e-269,1292.1464731419123
psa010,0.16341903790135717,1.0992180168009459e-14,83.21521655185386
psa011,0.10009840035753347,0.00012831103428909867,31.221353273891065
psa012,0.12731218114785503,3.267432042709398e-08,50.50534781623317
pmd001,0.34875997835806505,5.762568771790457e-77,379.01005612345494
pmd002,0.30828581915383446,2.7227651041384976e-59,296.1450958438488
pmd003,0.35901723299175203,8.385326547639926e-82,401.6317520910282
pmd004,0.2044755336734461,2.870402453807009e-35,195.42107985324373
pmd005,0.3920531814123062,5.019017803962467e-146,718.420428037457
pmd006,0.21418752057146923,3.3932916989923935e-39,214.42579800901927
pmd007,0.3005677156794245,3.540164704908538e-56,281.5024055244568
pmd008,0.3368227863300623,1.6138564804286045e-71,353.5089205428134
pmd009,0.2801476905011262,2.4588946112938578e-48,244.55218198454574
pmd010,0.40018749704286893,1.7738003471300934e-152,748.5412532578249
pmd011,0.3977301220833366,1.63048175592641e-150,739.3765545580784
pmd012,0.39075323325261574,1.1040543212246238e-97,475.7760862506147
pmd013,0.28450962917769285,5.809391103400827e-50,252.22689185948497
