Variable,Cramér's V,p-value,χ²
pod007,0.2740777274053243,2.965395601804855e-21,109.22244535915621
pod008,0.6210023986920621,3.0272691796994526e-175,841.0895185944041
pod009,0.6137960515817203,4.5699506697231465e-171,821.6821381962728
pod010,0.6119808676883475,5.0662974310696514e-170,816.8293902505669
pod011,0.6073715882164835,2.205691329131958e-167,804.5714369024702
pod012,0.6183656368387704,1.0371141498912456e-173,833.9621886550024
pal001,0.5904927554111815,6.816380713251194e-158,760.474775035128
pmj001,0.5992349370910707,8.96001227159588e-163,783.1589539404065
psu001,0.5812780806436222,7.934826924144845e-153,736.9254555471156
psu002,0.5812780806436222,7.934826924144845e-153,736.9254555471156
psu003,0.5833841436836124,5.6083637030278464e-154,742.2751259002878
psu004,0.7075243483798458,5.899875306397639e-154,727.8588829621732
psu005,0.7075243483798458,5.899875306397639e-154,727.8588829621732
psu006,0.7075243483798458,5.899875306397639e-154,727.8588829621732
psu007,0.5788859930738797,1.5899066330933494e-151,730.8727136831245
psu008,0.7075243483798458,5.899875306397639e-154,727.8588829621732
psu009,0.5800816133213839,3.5593356144577353e-152,733.8948929656297
psu010,0.5781355160281461,4.061369969818754e-151,728.9789119419182
psu011,0.5824754035686758,1.761447323960494e-153,739.9644363579944
pni001,0.6022205927663421,1.8557528365735895e-164,790.9824899693729
pni002,0.10779879827584331,0.01327221655641097,25.344486964090507
