Variable,Cramér's V,p-value,χ²
pso001,0.02986551977430604,0.8359917107436301,2.779313929649573
pso002,0.05640206101027061,0.1283813863707242,9.912595787018793
pso003,0.19302942316834307,1.0716484522782505e-22,116.10327617831938
pso004,0.1702084792006681,9.126255552616227e-25,135.4101099552931
pso005,0.16766064854671928,6.1495641182141345e-24,131.38657501435188
pga001,0.18467709882601127,6.928191103832537e-28,159.40971850312337
pga002,0.18261666965630854,5.343743499935269e-29,155.87251572195282
pga003,0.17232035890586264,1.8324426114881771e-25,138.79118668076342
pga004,0.11096712100658908,3.957407146422844e-09,57.55424288855085
pga005,0.2192897076376982,2.0830288207730534e-43,224.7631992436161
pga023,0.22880201919538312,1.320008532650407e-47,244.68560127937198
pga024,0.25080845255286793,4.8459553283469484e-58,294.01740852156064
pga025,0.21523683874155133,1.1217740365456421e-41,216.53191541630804
pga026,0.2058180712171102,8.715634936455373e-38,197.99568062637
pga027,0.15892140877073388,3.353633674155737e-21,118.04661021036351
pga028,0.1710175105442872,4.94656005659959e-25,136.70042617826542
pga029,0.1599540926516919,1.6242294513208716e-21,119.58574714766567
psa001,0.1151420736157045,5.593030811472899e-10,61.96647632263464
psa002,0.19807828196733757,9.94970818412875e-35,183.38441704905537
psa003,0.10237968538063566,1.6662782925693343e-07,48.99099830015374
psa004,0.15214111065912483,3.435510111840902e-19,108.18869264081533
psa005,0.15117595087821578,2.3045346052477774e-13,71.21358787417432
psa006,0.21132845582428159,1.5075746869332506e-27,139.15967580719072
psa007,0.21817689793387182,6.272810670327221e-43,222.48781619402823
psa008,0.1471447739503951,8.998205608300852e-18,101.19950595726678
psa009,0.16806445689009855,4.554588347693174e-24,132.02022264447598
psa010,0.16393734594408674,6.008875750439982e-16,83.74391277941568
psa011,0.0949882090528074,8.939381425615826e-05,28.11491972083047
psa012,0.12486019212003459,9.053220160117555e-09,48.578650567601066
pmd001,0.3462153727925694,1.385903654220216e-77,373.49960285920963
pmd002,0.31213411465999935,1.3950998857536656e-62,303.5847304457563
pmd003,0.35262624102451845,1.3867870692931247e-80,387.4598484168988
pmd004,0.19813484148533375,9.46071817978182e-35,183.48915962829528
pmd005,0.2111061883848219,6.011097171467432e-40,208.30065564739562
pmd006,0.2163197616679951,3.896663199488101e-42,218.71627443257103
pmd007,0.2947748407357012,1.4946474334360776e-55,270.75611617304196
pmd008,0.3373567438553211,1.564222241807498e-73,354.63062829845535
pmd009,0.27985236865192614,7.709191567070437e-50,244.03685711613156
pmd010,0.2188673341030856,3.167517978248475e-43,223.8982010473688
pmd011,0.21675903941349678,2.533481360354421e-42,219.60546497671666
pmd012,0.3896063683058723,5.525603056086909e-99,472.987368851514
pmd013,0.2809362212159338,3.036718942942035e-50,245.93079977863047
pmd014,0.24023427963345748,6.6887677251315955e-53,269.7482675848432
pmd015,0.2999101570934848,6.031164640451435e-85,420.4080822803182
pmd016,0.2726907771857165,2.0486848127319248e-69,347.55985506308946
pmd017,0.26847461579868004,3.8030005671378267e-67,336.8954667402352
pmd018,0.26007110572524567,9.819094095186897e-63,316.13524467495205
pmd019,0.27366263565296556,6.07174740341058e-70,350.0416471249148
pmd020,0.2509228224277232,4.251236388751147e-58,294.28561639775256
pmd021,0.19334606687868366,6.384453541979075e-33,174.7267471730313
pmd022,0.21360874540158165,5.440968661229289e-41,213.2685256276643
pmd035,0.3120646744132928,2.244846896338402e-92,455.17450339193636
psz001,0.1325785522777031,6.023505907604405e-14,82.15523697741742
psz002,0.18548212481484447,5.058627425273332e-30,160.8025134571273
psz009,0.23844760598646808,4.686562966719213e-52,265.75083698236864
psz010,0.25778474574175364,1.4692693779448971e-61,310.601205790995
psz011,0.16201171312044094,3.77105374938193e-22,122.68219470974053
psz012,0.1510806264965856,6.9422634976491565e-19,106.68571255395615
psz013,0.08329547585471368,0.00016783706651082032,32.428849056212556
psz014,0.11671575534305816,2.6134767861035724e-10,63.67188070673504
pad001,0.24476043652774027,4.505063063142012e-55,280.00845560595434
pad002,0.24257935321973143,5.075780260731159e-54,275.0403269521441
pad004,0.21662401179865645,2.892238867237374e-42,219.33194866771754
pad005,0.207061378962804,2.737871231482743e-38,200.39501411138883
pad006,0.23558129403862832,1.0313233624415173e-50,259.4002044756751
pad007,0.22313743639911637,4.398686805078064e-45,232.7199347534256
pad008,0.22081564281023652,4.549649947588746e-44,227.9021278647283
pad009,0.24380435531204114,1.3061043876481758e-54,277.82519458946695
pad010,0.22078821374035623,4.676247756065674e-44,227.8455127167959
pad011,0.2706659706307609,2.5444041470381017e-68,342.41755623111726
pad022,0.2426629464490329,4.627786479215981e-54,275.2299182777707
pad023,0.2697864550973644,7.554239416772407e-68,340.19583434860624
pad024,0.2861772928135263,6.420685668732475e-77,382.78864821779604
pad025,0.3336605514172319,2.5138500631217824e-106,520.3534453357674
pad027,0.21189751384223393,2.8215067638361536e-40,209.86520048515715
pad028,0.2554786546305011,2.1942466570937557e-60,305.068909050244
pad029,0.2931752331057524,5.831473641978535e-81,401.7383266911056
pad031,0.2500264474538838,1.1842967007877026e-57,292.18681096903896
pad032,0.25255688331484366,6.5028092442541564e-59,298.13099329357306
pad033,0.23717935055145153,1.8492606491144936e-51,262.93140318911094
pad044,0.11727512291112906,1.9880898513309205e-10,64.28364611715668
pcd001,0.15836460365481184,4.946960703716091e-21,117.22087110654515
pcd002,0.10792284270002774,1.5571767730049148e-08,54.439667049950344
pcd003,0.15417026388985705,8.803851008010558e-20,111.09383003201579
pcd004,0.07828210985044402,0.0007443388602636177,28.64268668960527
pcd007,0.06411146836996039,0.023453814482137375,19.211450480006064
pcd008,0.08008196803896087,0.00044305153207518607,29.974930381737984
pcd009,0.06390551182767899,0.02445317389031156,19.088216101709914
pcd012,0.2201207909081453,9.108499685766292e-44,226.47008194578817
pcd013,0.1410938033486485,3.975564573944582e-16,93.04747431899128
pcd014,0.21338079111994623,6.780317466753949e-41,212.81358607668506
pcd015,0.1968591251703103,2.9372272135187547e-34,181.1339298710202
pcd019,0.10734693062873556,2.0069322929492633e-08,53.86020107102898
pcd020,0.17016065665636776,9.461758331905007e-25,135.3340297705966
pcd021,0.1868709077035051,1.5906646783027666e-30,163.21952074608578
pcd022,0.16439852240934616,6.752567644579809e-23,126.32360987233879
pcd023,0.1256525127818486,2.7310526592006517e-12,73.79570124826714
pcd025,0.1444379993535379,5.011027976223245e-17,97.51055686199874
pcd027,0.2059346729282048,7.82122041206171e-38,198.22008438865424
pcd028,0.12073687799625568,3.5304773899412666e-11,68.13473819251348
pcd029,0.16030140134718385,3.45518355109313e-15,80.07041637738178
pcd039,0.1379574255255596,2.6357233330926424e-15,88.95674237821086
pod001,0.24416700654613469,8.726806562612812e-55,278.65232159856265
pod002,0.274684767918802,1.681595216084018e-70,352.6613473501569
pod003,0.2660448787327118,7.426911415918932e-66,330.82514743454817
pod004,0.26431981253969716,6.022018173564841e-65,326.5488384689705
pod005,0.2564054403424727,7.425465764364094e-61,307.28628673915375
pod006,0.22819853787337607,2.4690375862341485e-47,243.39655274159307
pod007,0.3229786672681165,3.493444198708073e-67,325.0462239940597
pod008,0.2532448431784682,2.938615805297382e-59,299.75741108797996
pod009,0.23719085002184814,1.826450255835672e-51,262.95689988752196
pod010,0.18450836835994738,1.1321394798245881e-29,159.11856178792902
pod011,0.1857669803438451,3.993061175282473e-30,161.29679998889364
pod012,0.2037519115827763,5.872581061487839e-37,194.04036904777232
