Variable,Cramér's V,p-value,χ²
pcd027,0.2530390040576433,1.6554922680814417e-11,53.207880924396214
pcd028,0.08681427043912486,0.09949218049829922,6.263012285610209
pcd029,0.08749514479393697,0.09528182673414018,6.361637701247468
pcd039,0.13430466752153114,0.0018257598709396322,14.989365029715357
pod001,0.32900910659493204,3.5518826751406725e-36,179.9065010736211
pod002,0.3427990600550185,1.8948955135007787e-39,195.30360704499216
pod003,0.362920812617803,1.781714053891976e-44,218.90453997619875
pod004,0.3633357793549755,1.3932856861592534e-44,219.40542078586816
pod005,0.35828686872499305,2.7218056631470913e-43,213.35007625986378
pod006,0.32327163026176997,7.428253421006341e-35,173.68655700115437
pod007,0.5258849405368663,1.5147542013895006e-49,229.8171806379581
pod008,0.504157858756604,1.58710996470654e-45,211.21954677976245
pod009,0.2889281451760969,1.8459336189384156e-27,138.74288425048334
pod010,0.21511816795349842,1.550855979477475e-14,76.9104231172588
pod011,0.2692206803542157,1.3036669257354699e-23,120.46138560190285
pod012,0.23888095484763647,2.9843212321012383e-18,94.8405517987826
pal001,0.08456589487406262,0.11442625838156537,5.942805568532188
pmj001,0.048692013927437945,0.5786089209433567,1.9702280550774527
psu002,0.0463000196992701,0.6189891171959516,1.781407905870976
psu011,0.048692013927437945,0.5786089209433567,1.9702280550774527
pni001,0.07089432187006622,0.21335056127107713,8.353220099618307
pni002,0.09544690828852544,0.055774325872869034,7.570503322827531
